Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Dyson McCutcheon,WASH,CB,4,0,4,0.0,0,0,0,0,0,0
Jantzen Dunn,UK,DB,3,1,4,0.0,0,0,0,0,0,0
Terion Sugick,ARST,DL,1,3,4,0.0,9,0,0,0,0,0
Derek Wilkins,CAL,DL,2,2,4,1.0,0,0,0,0,0,0
Poukesi Vakauta,USU,DT,0,4,4,0.0,0,0,0,0,0,0
Al-Jay Henderson,BUFF,RB,1,3,4,0.0,0,0,0,0,0,0
Kaci Seegars,OHIO,DE,1,3,4,0.0,4,0,0,0,0,1
Javar Strong,USU,S,2,2,4,0.0,0,0,0,0,0,0
Peter Montini,CSU,TE,1,3,4,0.0,5,0,0,0,0,0
Aakil Washington,LIB,LB,2,2,4,0.0,0,0,0,0,0,0
Ose Egbase,UNLV,DL,3,1,4,1.0,0,0,0,0,0,0
Duece Jones,UNM,WR,4,0,4,0.0,0,0,0,0,0,0
Tyrion Ingram-Dawkins,UGA,DL,3,1,4,1.0,7,0,0,0,0,1
Al-Shadee Salaam,RUTG,RB,3,1,4,0.0,0,0,0,0,0,0
Carston Marshall,ISU,LB,1,3,4,0.0,0,0,0,0,0,0
Kolbe Cage,USM,LB,0,4,4,0.0,30,0,0,0,0,0
Trevor Moffitt,APP,LB,4,0,4,0.0,0,0,0,0,0,1
Aaron Turner,CIN,WR,2,2,4,0.0,0,0,0,0,0,0
Isaiah Newcombe,UCLA,DB,2,2,4,0.0,0,0,0,0,0,0
Maurice Heims,WASH,DE,1,3,4,0.0,0,0,0,0,0,0
Max Marsh,KSU,S,4,0,4,0.0,0,0,0,0,0,0
Jam Miller,ALA,RB,3,1,4,0.0,33,0,0,0,0,0
Gabe Powers,OSU,LB,3,1,4,0.0,6,0,0,0,0,0
Jacob Busic,NAVY,DE,4,0,4,1.0,0,2,0,0,0,0
Shane Whitter,OU,LB,3,1,4,0.0,0,0,0,0,0,0
Van Heitmann,RICE,DL,3,1,4,0.0,0,0,0,0,0,0
Greyson Metz,NU,LB,1,3,4,0.0,0,0,0,0,0,0
Elijah Fuentes-Cundiff,SYR,DL,1,3,4,0.0,0,1,0,0,0,0
Stephen Sings V,AUB,LB,4,0,4,0.0,0,0,0,0,0,0
Ilijah Johnson,UTEP,CB,3,1,4,0.0,0,1,0,0,0,0
Jalen Montgomery,MTSU,RB,2,2,4,0.0,2,0,0,0,0,0
Joe McFadden,CONN,PK,4,0,4,0.0,0,0,0,0,0,0
Kenny Byrd,UTEP,LB,2,2,4,0.0,2,1,0,0,0,0
Trent Low,TTU,LB,0,4,4,0.5,0,0,0,0,0,0
Isaiah Dunson,BAY,CB,3,1,4,0.0,23,0,0,0,0,0
Jason Moore,GT,DL,2,2,4,0.0,0,0,0,0,0,0
Al Ashford III,USU,CB,0,4,4,0.0,0,0,0,0,0,0
Will Brooks,TENN,DB,4,0,4,0.0,0,1,0,0,0,0
Lucas Matias,FIU,PK,3,1,4,0.0,20,0,0,0,0,0
Chase Curtis,TCU,TE,2,2,4,0.0,0,0,0,0,0,0
Arian Gregory,USM,LB,0,4,4,0.0,15,0,0,0,0,0
Tanner Moku,WSU,DB,3,1,4,0.0,0,0,0,0,0,0
Andrew Johnson,WYO,S,2,2,4,0.0,3,0,0,0,0,0
Caleb Parker,BAY,S,4,0,4,0.0,0,0,0,0,0,0
Jadon Pearson,UTAH,S,3,1,4,0.0,0,0,0,0,0,0
Jalon Peoples,TTU,DB,4,0,4,0.0,13,0,0,0,0,0
Martrell Harris Jr.,TA&M,LB,2,2,4,0.0,2,0,0,0,0,0
Tre Emory,BAY,DL,1,3,4,0.5,0,0,0,0,0,0
Tyreese Fearbry,UK,LB,3,1,4,0.0,31,1,0,0,0,0
Jorden McDonald,VT,DL,1,3,4,1.0,0,0,0,0,0,0
Dalton Hughes,USA,LB,3,1,4,0.0,5,0,0,0,0,0
Cam Burden,CLT,LB,1,3,4,0.0,0,0,0,0,0,0
Simote Pepa,UTAH,DT,2,2,4,0.0,8,0,0,0,0,0
Elijah Mc-Cantos,ILL,DB,2,2,4,0.0,0,0,0,0,0,0
James Monds III,IU,DB,1,3,4,0.0,17,0,0,0,0,0
D'Angelo Hutchinson,LOU,DB,2,2,4,0.0,0,0,0,0,0,0
Tawfiq Thomas,LOU,DL,3,1,4,0.0,0,0,0,0,0,0
Trevon McAlpine,TTU,DL,4,0,4,0.0,0,0,0,0,0,0
Lance Holtzclaw,WASH,DE,3,1,4,0.0,0,0,0,0,0,0
Adam Trick,M-OH,LB,2,2,4,0.0,0,0,0,0,0,0
Pat Caughey,STAN,DL,0,4,4,0.0,0,0,0,0,0,0
Will Stone,TEX,PK,4,0,4,0.0,0,0,0,0,0,0
Aaron Alexander,MSU,LB,1,3,4,0.0,0,0,0,0,0,0
Dillon Moore,WMU,LB,1,3,4,0.0,0,0,0,0,0,0
Chris Bell,LOU,WR,1,3,4,0.0,17,0,0,0,0,0
Omari Philyaw,APP,CB,4,0,4,0.0,0,0,1,26,0,0
Justin Benton,HOU,DL,3,1,4,0.0,6,0,0,0,0,0
Drayk Bowen,ND,LB,3,1,4,0.0,0,0,0,0,0,1
Troy Bowles,UGA,LB,2,2,4,0.0,15,0,0,0,0,0
Sharif Denson,FLA,CB,2,2,4,0.0,0,0,0,0,0,0
Kobi Gorman,OHIO,DT,4,0,4,1.0,0,0,0,0,0,0
Adam Hopkins,COLO,WR,3,1,4,0.0,0,0,0,0,0,0
Blake Purchase,ORE,LB,3,1,4,1.0,26,1,0,0,0,0
Keith Sampson,FSU,DL,1,3,4,0.0,0,0,0,0,0,0
Dylan Spencer,TTU,LB,3,1,4,0.0,0,0,0,0,0,0
Quintrevion Wisner,TEX,RB,1,3,4,0.0,0,0,0,0,0,0
Jon Hill,ARK,DL,0,4,4,0.0,6,0,0,0,0,0
Brooks Miller,UNC,WR,3,1,4,0.0,0,0,0,0,0,0
Davon Banks,WASH,CB,2,2,4,0.0,0,4,0,0,0,0
Eli Mau,MINN,LB,3,1,4,0.0,29,0,0,0,0,0
Anthony Sagapolutele,HAW,DL,1,3,4,0.0,0,0,0,0,0,0
Slade Alexander,MTSU,LB,3,1,4,0.0,0,0,0,0,0,0
Chantz Harley,MD,DB,3,1,4,0.0,0,0,0,0,0,0
Emon Allen,SHSU,DB,2,2,4,0.0,0,3,0,0,0,0
John Jackson,KENT,DL,3,1,4,0.0,12,0,0,0,0,0
Tommy Zitiello,ARMY,DB,1,3,4,0.0,0,0,0,0,0,0
Jackson Wiegold,BALL,LB,0,4,4,0.0,0,0,0,0,0,0
Dylan Bennett,PITT,LB,4,0,4,0.0,0,0,0,0,0,0
Tyler Duzansky,PSU,LS,3,1,4,0.0,26,0,0,0,0,0
Joseph Byrnes,SC,DB,3,1,4,0.0,0,0,0,0,0,0
Randy Franklin,CLT,DB,3,1,4,0.0,5,0,0,0,0,0
Kyler Carter,USM,DL,0,4,4,0.0,0,0,0,0,0,0
Thomas Amankwaa,RUTG,DB,2,2,4,0.0,0,1,0,0,0,0
Josh Lukusa,M-OH,DL,2,2,4,1.0,0,0,0,0,0,0
Ike Nnakenyi,NEV,DL,2,2,4,2.0,0,0,0,0,0,1
James Smyre,UAB,LB,3,1,4,0.0,0,0,0,0,0,1
Jadarius Brown,SHSU,DB,3,1,4,0.0,6,0,0,0,0,0
Malachi Finau,HAW,DL,1,3,4,0.5,0,0,0,0,0,0
Braden Turner,NU,DB,3,1,4,0.0,9,0,0,0,0,0
Jahbari Hill,FAU,LB,1,3,4,0.0,0,0,0,0,0,0
Tyrique Howard,UAB,DL,2,2,4,0.5,4,0,0,0,0,0
Jayvon Parker,WASH,DL,3,1,4,0.0,0,0,0,0,0,0
Jamari Hawkins,MEM,WR,3,1,4,0.0,0,0,0,0,0,1
Mekah Ryder,OHIO,CB,0,4,4,0.0,0,1,0,0,0,0
Smith Snowden,UTAH,CB,1,3,4,0.0,24,0,0,0,0,0
Eamon Smalls,UAB,DL,3,1,4,0.0,0,0,0,0,0,0
Hunter Wiggins,UNM,S,1,3,4,0.0,0,0,0,0,0,0
Cameron Brandt,MICH,DL,2,2,4,0.0,0,0,0,0,0,0
Matt Kingsbury,MINN,LB,2,2,4,0.0,18,0,0,0,0,0
Riley Van Poppel,NEB,DL,1,3,4,0.5,11,0,0,0,0,0
Bobby Washington Jr.,MIA,LB,1,3,4,0.5,0,0,0,0,0,0
Jerry Mixon,ORE,LB,2,2,4,1.0,0,0,0,0,0,0
Davaughn Patterson,WAKE,DB,1,3,4,0.0,20,0,0,0,0,0
Isaiah Chisom,ORST,LB,3,1,4,1.0,0,1,0,0,0,0
Derrick Rogers Jr.,PUR,DB,3,1,4,0.0,0,2,0,0,0,0
Alex Moore,MD,DB,2,2,4,0.0,0,0,0,0,0,0
Tamarcus Cooley,MD,DB,1,3,4,0.0,0,0,0,0,0,0
Tyler Childress,VT,S,3,1,4,0.0,0,0,0,0,0,0
Jayson Jenkins,TENN,DL,3,1,4,0.0,0,0,0,0,0,0
Bryson Jennings,LIB,DE,2,2,4,1.5,0,0,0,0,0,1
Tyler Narayan,NAVY,DT,3,1,4,0.0,0,0,0,0,0,0
Anthony Frias II,KSU,RB,1,3,4,0.0,0,0,0,0,0,0
Zach Wittenberg,KSU,LB,2,2,4,0.0,0,0,0,0,0,0
Wesley Smith,TTU,LB,3,1,4,0.0,0,0,0,0,0,0
AJ Brown,UAB,S,4,0,4,0.0,13,0,0,0,0,0
Markus Knight,ODU,S,1,3,4,0.0,0,0,2,28,0,0
Tristan Warner,WASH,S,4,0,4,0.0,0,0,0,0,0,0
Griffin Miller,WASH,LB,3,1,4,0.0,0,0,0,0,0,0
Kamran James,FLA,DE,1,3,4,0.0,0,0,0,0,0,0
Ca'lub Holloway,SHSU,LB,3,1,4,0.0,0,0,0,0,0,0
Koron Hayward,WKU,LB,2,2,4,0.0,10,0,0,0,0,0
Luca Caldarella,UTAH,WR,3,1,4,0.0,0,0,0,0,0,0
Kamrean Johnson,VAN,TE,3,1,4,0.0,0,0,0,0,0,0
Lee Beebe,UAB,RB,3,1,4,0.0,13,0,0,0,0,0
Blesyng Alualu-Tuiolemotu,UNLV,LB,2,2,4,0.0,0,0,0,0,0,0
Timmy Hinspeter,RUTG,LB,2,2,4,0.0,36,0,0,0,0,0
Hudson Miller,PUR,LB,1,3,4,0.0,1,0,0,0,0,0
Davion Westmoreland,KU,DE,2,2,4,0.0,0,0,0,0,0,0
K.C. Beard,AFA,DB,1,3,4,0.0,0,0,0,0,0,0
Ken Talley,MSU,DL,2,2,4,0.0,0,0,0,0,0,0
Kyson Brown,ASU,RB,3,1,4,0.0,0,0,0,0,0,0
Taye Brown,ARIZ,LB,1,3,4,0.0,0,0,0,0,0,0
Ayden Jackson,GASO,DB,3,1,4,0.0,0,0,0,0,0,0
Jordan Montgomery,TEM,LB,2,2,4,0.0,0,0,0,0,0,0
Jordan Norman,USA,DL,2,2,4,1.5,0,0,0,0,0,0
Brian Nelson II,UNT,CB,3,1,4,0.0,0,0,0,0,0,0
R.J. Jackson,TLSA,DL,1,3,4,0.0,0,0,0,0,0,0
Mac Resetich,ILL,DB,2,2,4,0.0,8,0,1,0,0,0
Justin Jefferson,ALA,LB,3,1,4,0.0,17,0,0,0,0,1
Champ Anthony,AUB,CB,3,1,4,0.0,0,0,0,0,0,0
Kamuela Ka'aihue,ARIZ,LB,1,3,4,0.0,7,0,0,0,0,0
Drew Surges,ISU,DB,2,2,4,0.0,0,1,0,0,0,1
Ashlynd Barker,FSU,DB,4,0,4,1.0,8,0,0,0,0,0
Donny Hiebert,FSU,DB,2,2,4,0.0,0,0,0,0,0,0
Quin Warren,JVST,DL,1,3,4,0.0,0,0,0,0,0,0
Tysheik Galloway,LIB,DT,2,2,4,1.0,0,0,0,0,0,0
Max Ahoia,RICE,S,3,1,4,0.0,0,0,0,0,0,0
Jonah Delange,UAB,PK,2,2,4,0.0,0,0,0,0,0,0
Daniel Grobe,AFA,DE,3,1,4,0.5,0,0,0,0,0,0
Marion Ponds,BALL,DB,3,1,4,0.0,0,0,0,0,0,0
Azain Brown,ULM,LB,1,3,4,0.0,0,0,0,0,0,0
James Williams,NEB,DL,3,1,4,2.0,0,0,0,0,0,0
RJ Moss Jr.,USA,DL,2,2,4,0.0,4,0,0,0,0,0
Emauri Sibley,USA,LB,1,3,4,0.0,0,0,0,0,0,0
Trevor Yeboah-Kodie,RUTG,DB,3,1,4,0.0,28,0,0,0,0,0
Marcus Patterson,WKU,DE,2,1,3,0.0,0,0,0,0,0,0
Jacob Lichtenstein,MIA,DL,2,1,3,1.0,8,0,0,0,0,0
Dylan Wyatt,ARIZ,CB,3,0,3,0.0,0,1,0,0,0,0
Armani-Eli Adams,FAU,S,1,2,3,0.0,16,0,0,0,0,0
Donte Burton,TLSA,DB,3,0,3,0.0,0,0,0,0,0,0
Montre Miller,WVU,CB,3,0,3,0.0,6,0,0,0,0,0
Gilbert Frierson,LOU,DB,2,1,3,0.0,0,0,1,4,0,0
Jalen Knox,MISS,WR,2,1,3,0.0,13,0,0,0,0,0
T-Mac Simpson,USF,S,3,0,3,0.0,0,0,0,0,0,0
Jabari Johnson,SHSU,DB,1,2,3,0.0,0,0,0,0,0,0
Austin Lewis,TENN,DL,2,1,3,0.0,0,0,0,0,0,0
Grant Gonya,CLT,P,3,0,3,0.0,0,0,0,0,0,0
Grant Misch,UVA,TE,2,1,3,0.0,0,0,0,0,0,0
LaDarrius Bishop,ARK,DB,2,1,3,0.0,0,0,0,0,0,0
Ahmad McCullough,WSU,LB,2,1,3,0.0,0,0,0,0,0,0
Jack Sullivan,USC,DL,3,0,3,0.0,0,0,0,0,0,0
Derrik Allen,UNC,DB,2,1,3,0.0,0,0,0,0,0,0
Ryan Ragone,MIA,LB,0,3,3,0.5,0,0,0,0,0,0
Dallin Holker,CSU,TE,3,0,3,0.0,0,0,0,0,0,0
Malik Moore,BYU,S,1,2,3,0.0,0,1,0,0,0,0
Tanner McLachlan,ARIZ,TE,3,0,3,0.0,0,0,0,0,0,0
Brendan Gant,COLO,LB,2,1,3,0.0,18,0,0,0,0,0
Devyn Ford,ND,RB,1,2,3,0.0,0,0,0,0,0,1
Joachim Bangda,CLT,RB,1,2,3,0.0,0,0,0,0,0,0
Tavian Brown,GAST,LB,1,2,3,0.0,0,0,0,0,0,0
Naki Fahina,UNLV,DL,1,2,3,0.0,0,0,0,0,0,0
B.J. Gibson,SC,DB,3,0,3,0.0,0,0,0,0,0,0
Kevon Glenn,CONN,LB,2,1,3,0.0,17,0,0,0,0,0
Torry Locklin,KU,RB,2,1,3,0.0,0,0,0,0,0,0
Juwaun Price,SYR,RB,2,1,3,0.0,0,0,0,0,0,0
Garrett Snodgrass,NEB,LB,1,2,3,0.0,0,0,0,0,0,0
Antavious Willis,USM,RB,2,1,3,0.0,5,1,0,0,0,0
Tanner Blount,FRES,LB,1,2,3,0.0,0,0,0,0,0,0
Jacolbe Cowan,UNC,DL,2,1,3,1.0,0,0,0,0,0,0
Derek Boykins,CLT,LB,3,0,3,0.0,0,0,0,0,0,0
Brian Dillard,USA,CB,3,0,3,0.0,2,0,0,0,0,0
Dejuan Butler,CAL,DB,2,1,3,0.0,0,0,0,0,0,0
Jalar Holley,CLT,DL,1,2,3,0.0,0,0,0,0,0,0
Jalen Huff,FAU,DB,3,0,3,0.0,0,0,0,0,0,0
Kobe Pepe,USC,DL,0,3,3,0.0,22,0,0,0,0,0
Reece Atteberry,MICH,DL,2,1,3,0.0,-1,0,0,0,0,0
Tirek Austin-Cave,WVU,LB,0,3,3,0.0,6,0,0,0,0,0
Kenean Caldwell,KU,DL,2,1,3,0.0,0,0,0,0,0,0
Muelu Iosefa,CAL,LB,1,2,3,0.0,0,0,0,0,0,0
Hunter Kaupiko,NEV,DL,2,1,3,0.0,0,0,0,0,0,0
Cade McDonald,WIS,DE,0,3,3,0.0,0,0,0,0,0,0
Kelvin Gilliam Jr.,OU,DL,0,3,3,0.0,0,0,0,0,0,0
Ishmael Ibraheem,MRSH,DB,3,0,3,0.0,10,0,0,0,0,0
Landyn Watson,MRSH,LB,2,1,3,0.0,0,0,0,0,0,0
Jarris Williams,TROY,RB,3,0,3,0.0,9,0,0,0,0,0
Kaiden Keefe,EMU,WR,3,0,3,0.0,0,0,0,0,0,0
Jalen McNair,BUFF,CB,3,0,3,0.0,5,0,0,0,0,0
Khaya Wright,FIU,LB,0,3,3,0.0,0,0,0,0,0,0
Dalton Elrod,BALL,LB,2,1,3,0.0,0,0,0,0,0,0
Hugo Klages,MASS,DT,1,2,3,0.0,0,0,0,0,0,0
Jaylen Hudson,WAKE,DL,2,1,3,0.0,8,0,0,0,0,0
Jake Levant,AUB,LB,1,2,3,0.0,0,0,0,0,0,0
Jake Harkleroad,UNC,LB,1,2,3,0.0,0,0,0,0,0,0
Camari Harris,AKR,LB,0,3,3,0.0,0,0,0,0,0,0
Ryan Mullaney,CIN,DL,0,3,3,0.0,1,0,0,0,0,0
Cayson Pfeiffer,CIN,LS,1,2,3,0.0,0,0,0,0,0,0
Aaron Rodriguez,UNM,P,2,1,3,0.0,0,0,0,0,0,0
Kobi Thomas,MD,LB,3,0,3,1.0,0,0,0,0,0,0
Dylan Black,ORST,LS,3,0,3,0.0,1,0,0,0,0,0
Cameron Miller,MEM,DB,1,2,3,0.0,0,0,0,0,0,0
Akili Calhoun,CAL,DL,1,2,3,0.0,20,0,0,0,0,0
Antonio Smith,AKR,DE,2,1,3,2.0,0,0,0,0,0,0
Kyrese Rowan,USU,WR,2,1,3,0.0,0,0,0,0,0,0
Gabriel Bryan,USU,CB,3,0,3,0.0,0,2,0,0,0,0
Lonnie Rice,WKU,LB,2,1,3,0.0,15,0,0,0,0,0
Andre Johnson,ASU,WR,3,0,3,0.0,0,0,0,0,0,0
Avery Boyd,GT,WR,2,1,3,0.0,0,0,0,0,0,0
Jake Smith,AFA,S,1,2,3,0.0,0,0,0,0,0,0
Corey Cuascut-Palmer,TEM,CB,2,1,3,0.0,0,0,0,0,0,0
Kechaun Bennett,MICH,DE,3,0,3,0.0,0,0,0,0,0,0
Bryce McMorris,SMU,CB,2,1,3,1.0,6,0,0,0,0,0
Terrell Gordon,GAST,LB,2,1,3,0.0,0,0,0,0,0,0
Pierce Oppong,NIU,DE,2,1,3,0.0,0,0,0,0,0,0
Kadinn Morris,WMU,TE,2,1,3,0.0,0,0,0,0,0,0
Zaire Angoy,RUTG,DL,1,2,3,0.0,0,0,0,0,0,0
Broc Lane,USU,TE,3,0,3,0.0,0,0,0,0,0,0
Davis Burns,UTEP,S,0,3,3,0.0,0,0,0,0,0,0
Keeon Terrell,USF,DE,2,1,3,0.0,35,0,0,0,0,0
Chase Smith,MIA,LB,1,2,3,1.0,0,0,0,0,0,0
Jayden Jones,SMU,DE,1,2,3,0.0,0,0,0,0,0,0
Key'Savalyn Barnes,UL,CB,2,1,3,0.0,11,0,0,0,0,0
Tamarion Crumpley,PITT,DB,3,0,3,0.0,0,0,0,0,0,0
Prophet Brown,USC,CB,2,1,3,0.0,1,1,0,0,0,0
Omar Daniels,GT,DB,3,0,3,0.0,0,1,0,0,0,0
Jaden Phillips,SHSU,DL,2,1,3,0.0,0,0,0,0,0,0
Marquis Shoulders,TLSA,WR,3,0,3,0.0,0,0,0,0,0,0
Zy Brockington,MEM,DL,3,0,3,0.0,0,0,0,0,0,0
Rishad Hence,AKR,S,1,2,3,0.0,0,0,0,0,0,0
Darren Barkins,WASH,CB,3,0,3,0.0,1,0,0,0,0,0
Langston Hardy,CONN,LB,2,1,3,0.0,0,0,0,0,0,0
Reggie Neely,USA,CB,3,0,3,0.0,0,0,0,0,0,0
Nilay Upadhyayula,CONN,C,1,2,3,0.0,0,0,0,0,0,0
Ernest Cooper,STAN,LB,0,3,3,0.0,0,0,0,0,0,0
Austin Jordan,TEX,DB,0,3,3,0.0,3,0,1,0,0,0
Sam Roush,STAN,TE,2,1,3,0.0,9,0,0,0,0,0
Tevin White,ASU,RB,2,1,3,0.0,0,0,0,0,0,0
Enai White,TA&M,DL,2,1,3,1.0,0,0,0,0,0,0
Roydell Williams,ALA,RB,2,1,3,0.0,0,0,0,0,0,0
Patrick Taylor,UGA,DB,1,2,3,0.0,0,0,0,0,0,0
Michael Spencer,VAN,DL,0,3,3,0.0,0,0,0,0,0,0
Marcus Moore,NAVY,S,2,1,3,0.0,13,0,0,0,0,0
Dwight Togiola,NEV,DL,3,0,3,1.0,0,0,0,0,0,1
Ryan Williams,WKU,DL,1,2,3,0.0,0,0,0,0,0,0
Placide Djungu-Sungu,DUKE,NT,2,1,3,0.0,0,0,0,0,0,0
Steven Scheidt,FRES,LB,1,2,3,0.0,12,0,0,0,0,0
Jamison Heinz,IOWA,DB,3,0,3,0.0,0,0,0,0,0,0
Rickey Smith,MTSU,S,1,2,3,0.0,7,0,0,0,0,0
Natano Woods,SJSU,DL,2,1,3,1.0,-3,0,0,0,0,0
Tah Mac Bright,MRSH,LB,0,3,3,0.0,8,0,0,0,0,0
Nick Mosley,BGSU,RB,1,2,3,0.0,0,0,0,0,0,0
Koby Bretz,NEB,DB,1,2,3,0.0,0,0,0,0,0,0
Kaghen Roach,UNT,DL,1,2,3,0.0,0,0,0,0,0,0
Rodrick Hockley,TXST,CB,1,2,3,0.0,0,0,0,0,0,0
JoJo Evans,FIU,DB,3,0,3,0.0,25,0,0,0,0,0
Justin White,MSU,DB,3,0,3,0.0,49,0,0,0,0,0
Brian Balom,MIA,S,3,0,3,0.0,0,0,0,0,0,0
Avantae Williams,MD,DB,2,1,3,0.0,0,0,0,0,0,0
Ty Bowman,KSU,WR,1,2,3,0.0,0,0,0,0,0,0
Jayson Raines,STAN,WR,2,1,3,0.0,0,0,0,0,0,0
Landon Grier,SC,DB,3,0,3,0.0,0,0,0,0,0,0
Ben Furtney,PUR,TE,3,0,3,0.0,1,0,0,0,0,0
Mitchell Melton,OSU,LB,3,0,3,1.0,0,0,0,0,0,0
Yessman Green,JVST,CB,2,1,3,0.0,0,0,0,0,0,0
Gabe Brown,OKST,LB,0,3,3,0.0,0,0,0,0,0,0
Xavier Guillory,ASU,WR,2,1,3,0.0,3,0,0,0,0,0
Ysidro Mascorro,SHSU,LB,2,1,3,0.0,0,0,0,0,0,0
Camby Goff,AFA,S,2,1,3,0.0,0,0,0,0,0,0
Beau Gardner,UCLA,LS,1,2,3,0.0,0,0,0,0,0,0
Zion Kelly,AFA,CB,2,1,3,0.0,0,0,0,0,0,0
Derrick Shepard Jr.,CIN,DL,1,2,3,0.0,0,0,0,0,0,0
Breon Noel,CLT,DB,2,1,3,0.0,16,0,0,0,0,0
Jaden Gaines,EMU,DL,2,1,3,1.0,0,0,0,0,0,1
Daron Allman,UTSA,LB,1,2,3,0.0,0,0,0,0,0,0
Amorion Walker,MICH,DB,2,1,3,0.0,0,1,0,0,0,0
Ahmarian Granger,ODU,WR,2,1,3,0.0,7,0,0,0,0,0
Mandel Eugene Jr.,TULN,LB,2,1,3,0.0,0,0,0,0,0,0
Dorian Helm,MASS,DB,1,2,3,0.0,12,0,0,0,0,0
Ryan Wintermeyer,SDSU,LS,2,1,3,0.0,0,0,0,0,0,0
John Motton,OHIO,S,2,1,3,0.0,0,0,0,0,0,0
Jameson Tucker,CCU,WR,2,1,3,0.0,0,0,0,0,0,0
Sione Moa,BYU,LB,3,0,3,0.0,4,0,0,0,0,0
Jasaiah Gathings,AKR,WR,3,0,3,0.0,0,0,0,0,0,0
Carmello Jones,BAY,LB,3,0,3,0.0,0,0,0,0,0,0
John Burris III,UTEP,CB,1,2,3,0.0,8,0,0,0,0,0
C.J. Madden,UGA,DE,3,0,3,0.0,12,0,0,0,0,0
Blake Glessner,UCLA,PK,3,0,3,0.0,0,0,0,0,0,0
Kalvin Dinkins,MSST,DL,0,3,3,0.0,9,0,0,0,0,0
Zeke Berry,MICH,DB,1,2,3,0.0,0,0,0,0,0,0
Croix Stewart,UCLA,DB,0,3,3,0.0,7,0,0,0,0,0
Venson Sneed Jr.,IU,DL,1,2,3,0.0,0,0,0,0,0,0
Ade Willie,MSU,DB,1,2,3,0.0,3,0,0,0,0,0
Kade Kostus,CMU,DL,2,1,3,0.0,0,0,0,0,0,0
Hudson Cedarland,WSU,LB,1,2,3,0.0,0,0,0,0,0,0
Lavon Johnson,MD,DL,2,1,3,0.0,0,0,0,0,0,0
Zion Steptoe,PUR,WR,1,2,3,0.0,8,0,0,0,0,0
Chibby Nwajuaku,RICE,DL,1,2,3,0.0,0,0,0,0,0,0
Jordan McDonald,UCF,RB,1,2,3,0.0,0,0,0,0,0,0
Audavion Collins,PSU,CB,3,0,3,0.0,0,0,0,0,0,0
Zyere Horton,FAU,LB,2,1,3,0.0,0,0,0,0,0,0
Malcolm Jones,MSU,DB,2,1,3,0.0,0,0,0,0,0,0
Blake Matthews,TROY,LB,2,1,3,0.0,0,0,0,0,0,0
Ed Conoran,CMU,DB,1,2,3,0.0,0,0,0,0,0,0
Rayshawn Pleasant,TULN,DB,3,0,3,0.0,9,0,0,0,0,0
Braydon Brus,NU,LB,2,1,3,0.0,0,0,0,0,0,1
Reggie Virgil,M-OH,WR,1,2,3,0.0,0,0,0,0,0,0
Wyatt Sullivan,FAU,TE,0,3,3,0.0,0,0,0,0,0,0
Octavian Smith Jr.,MD,WR,3,0,3,0.0,0,0,0,0,0,0
Reginald Hughes,MISS,DE,1,2,3,0.0,15,0,0,0,0,0
Justin Eklund,SJSU,LB,0,3,3,0.0,1,0,0,0,0,0
Quan Peterson,SYR,DB,2,1,3,0.0,0,0,0,0,0,0
Jaiden Ausberry,ND,LB,2,1,3,0.0,34,0,0,0,0,0
Raul Aguirre Jr.,MIA,LB,1,2,3,0.0,0,0,0,0,0,0
Daylen Austin,ORE,DB,1,2,3,0.0,21,1,0,0,0,0
Caleb Herring,TENN,DL,1,2,3,1.0,0,0,0,0,0,1
Andrew Harris,UCF,LB,0,3,3,0.0,0,0,0,0,0,0
A.J. Hoffler,CLEM,DE,2,1,3,0.0,0,1,0,0,0,0
Jason Hammond,UVA,DT,2,1,3,0.0,0,0,0,0,0,0
Kennedy McDowell,CSU,DL,1,2,3,0.0,0,0,0,0,0,0
Randy Pittman,UCF,TE,3,0,3,0.0,0,0,0,0,0,0
Rodrick Pleasant,ORE,DB,1,2,3,0.0,0,1,0,0,0,0
Jaden Robinson,FLA,LB,3,0,3,0.0,7,0,0,0,0,0
Ryan Robinson Jr.,LSU,CB,1,2,3,0.0,0,0,0,0,0,0
Jacob Proche,CCU,CB,2,1,3,0.0,8,1,0,0,0,0
Nick Cull,MISS,S,2,1,3,0.0,0,0,0,0,0,0
Denis Lynch,USC,PK,3,0,3,0.0,0,0,0,0,0,0
Jernias Tafia,WSU,DT,1,2,3,0.0,0,0,0,0,0,0
Oliver Bridges,CIN,DB,2,1,3,0.0,8,0,0,0,0,0
Denver Warren,NMSU,DT,2,1,3,0.0,0,0,0,0,0,0
Andre Meono,UNLV,PK,2,1,3,0.0,0,0,0,0,0,0
Chrystyile Caldwell,USA,LB,1,2,3,0.0,0,0,0,0,0,0
Tyray O'Dell,UNLV,LB,2,1,3,0.0,4,0,0,0,0,0
Jake Tafelski,CMU,RB,1,2,3,0.0,0,0,0,0,0,0
Gus Goodell,KENT,LS,1,2,3,0.0,6,0,0,0,0,0
Joe Taylor,MICH,WR,3,0,3,0.0,0,0,0,0,0,0
Dom Grguric,BGSU,WR,3,0,3,0.0,0,0,0,0,0,0
Kamren Washington,TXST,DT,2,1,3,1.0,0,0,0,0,0,0
Adam Cash,ARMY,DB,2,1,3,0.0,0,0,0,0,0,0
Dre Miller,ARMY,DL,1,2,3,0.0,0,0,0,0,0,0
