Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Jaylon Carlies,MIZ,DB,28,22,50,0.0,0,3,2,0,0,0
Crew Wakley,BYU,S,28,22,50,0.0,41,6,1,20,0,0
Jalen Stroman,VT,S,22,28,50,0.0,3,2,0,0,0,0
Ahmad Walker,SMU,LB,35,15,50,1.0,0,4,0,0,0,0
Jalen Huskey,BGSU,CB,28,22,50,0.0,0,6,4,32,0,0
Nuer Gatkuoth,CSU,DL,15,35,50,0.0,0,2,1,0,0,1
Tate Romney,ASU,LB,28,22,50,1.0,26,4,0,0,0,0
Jeremiah Harris,JVST,S,28,21,49,0.0,39,3,1,0,0,0
Jacob Hollins,TEM,LB,25,24,49,2.0,41,1,0,0,0,0
Tayvonn Kyle,UVA,CB,23,26,49,0.0,0,5,0,0,0,0
Hayes Maples,USM,LB,17,32,49,0.5,0,0,1,4,0,0
Richard Jibunor,TROY,LB,26,23,49,9.0,0,0,0,0,0,3
Jett Elad,UNLV,DB,31,18,49,0.0,7,5,0,0,0,0
Marcus Fuqua,BUFF,S,31,18,49,0.0,0,1,0,0,0,0
Nick Giacolone,KENT,LB,26,23,49,0.0,8,1,1,0,0,1
Kain Medrano,UCLA,LB,27,22,49,2.0,0,1,0,0,0,1
Jahdae Barron,TEX,DB,27,22,49,0.0,18,2,1,16,0,0
Jamal Ligon,UTSA,LB,29,20,49,0.0,0,1,0,0,0,0
Brandon George,PITT,LB,24,25,49,1.0,8,0,1,3,0,0
Swayze Bozeman,USM,LB,18,31,49,0.5,0,3,0,0,0,0
Tre'Von Jones,MINN,DB,40,9,49,1.0,11,6,2,11,0,0
Alexander Teubner,BOIS,S,29,20,49,0.0,0,3,1,0,0,0
Kobe Hylton,UTEP,S,26,23,49,0.0,0,3,0,0,0,2
Kobe King,PSU,LB,31,18,49,1.5,0,0,0,0,0,0
Tre Smith,SJSU,DL,21,28,49,5.5,11,0,0,0,0,1
Jaylin Alderman,LOU,LB,25,24,49,1.0,23,1,0,0,0,0
Jaylen Wester,FAU,LB,28,21,49,1.0,4,2,0,0,0,1
Phillip Dunnam,IU,DB,36,13,49,0.0,2,6,3,17,0,0
Morice Norris Jr.,FRES,S,37,12,49,3.5,2,9,2,11,0,1
Dayne Hodge,TLSA,S,26,23,49,0.0,0,0,1,0,0,1
Sione Vaki,UTAH,S,37,12,49,2.0,0,2,1,2,0,0
CJ Christian,FIU,DB,31,18,49,0.0,0,3,3,0,0,0
Zachary Ford,TOL,S,25,23,48,0.0,0,4,0,0,0,0
Taj Ward,CIN,DB,30,18,48,0.5,0,2,0,0,0,2
Keni-H Lovely,WMU,CB,27,21,48,0.0,0,5,2,0,0,3
Noah Plack,CONN,LB,33,15,48,0.5,16,0,0,0,0,0
Trezmen Marshall,ALA,LB,22,26,48,2.5,5,0,0,0,0,0
Sebastian Castro,IOWA,DB,32,16,48,0.0,0,7,3,30,1,0
Jaylen McCollough,TENN,DB,28,20,48,0.0,0,2,3,36,1,0
Jaxen Turner,UNLV,DB,26,22,48,0.0,79,0,4,0,0,0
Logan Berryhill,USF,S,32,16,48,0.0,0,2,2,28,0,0
Javin Wright,NEB,LB,19,29,48,0.0,0,2,2,12,0,1
Seth Coleman,ILL,LB,35,13,48,6.0,4,3,0,0,0,0
DJ Gordon IV,USF,LB,23,25,48,3.5,13,2,0,0,0,0
Caleb McCullough,ASU,LB,24,24,48,1.0,26,2,0,0,0,1
Devan Boykin,NCSU,DB,18,30,48,0.0,0,1,2,39,0,0
Deontae Craig,IOWA,DL,13,35,48,2.0,0,1,0,0,0,0
Kyle Kennard,GT,DL,29,19,48,6.0,41,0,1,12,0,2
D.J. Miller Jr.,KENT,DB,27,21,48,0.0,0,3,1,0,0,0
Tyler Jackson,NIU,LB,26,22,48,0.0,13,0,0,0,0,0
Devon Williams,MINN,LB,31,17,48,1.0,5,0,1,19,0,1
Brandon Johnson,DUKE,NT,26,22,48,2.0,0,4,0,0,0,0
Jeffrey Bassa,ORE,LB,26,22,48,0.0,33,1,1,45,1,0
Tyler Batty,BYU,DE,26,22,48,4.5,0,0,0,0,0,2
O.J. Burroughs,KU,S,40,8,48,0.0,60,4,1,0,0,0
Austin Booker,KU,DL,37,11,48,8.0,2,0,0,0,0,2
Jerome Jolly Jr.,LIB,LB,21,27,48,1.0,6,2,2,27,0,2
Jimmy Ciarlo,ARMY,LB,25,23,48,3.0,0,1,0,0,0,1
Mikail Kamara,JMU,DL,26,22,48,6.5,1,2,0,0,0,3
Myles Purchase,ISU,DB,32,16,48,1.0,0,8,0,0,0,0
Quentavius Scandrett,EMU,DB,26,22,48,0.0,0,0,2,22,0,0
J.J. Dervil,NMSU,S,27,21,48,0.0,82,4,0,0,0,0
Jaden Mangham,MSU,DB,25,23,48,0.0,8,3,4,10,0,0
Davison Igbinosun,OSU,CB,34,14,48,0.0,0,5,0,0,0,0
Luke Pirris,NAVY,LB,29,19,48,3.5,0,3,0,0,0,1
Scooby Williams,FLA,LB,26,22,48,1.0,0,0,0,0,0,2
Parker Hughes,MTSU,LB,28,20,48,2.5,20,1,0,0,0,0
Red Murdock,BUFF,LB,28,20,48,2.0,0,0,0,0,0,3
Rodrick Ward,COLO,S,36,12,48,0.0,0,2,0,0,0,1
Jackson Sirmon,CAL,LB,27,20,47,1.0,0,1,0,0,0,1
Coco Azema,NU,DB,28,19,47,0.0,0,1,1,0,0,0
Omar Brown,NEB,DB,32,15,47,0.0,22,3,1,0,0,2
Maema Njongmeta,WIS,LB,26,21,47,3.0,0,1,0,0,0,0
Jordan Veneziale,GAST,LB,30,17,47,0.0,0,0,0,0,0,1
AJ Watts,ULM,S,36,11,47,0.0,0,6,2,20,0,0
Jer'Zhan Newton,ILL,DL,23,24,47,5.5,0,2,0,0,0,1
Dominick Hill,TEM,CB,29,18,47,0.0,0,4,0,0,0,1
Ethan Barr,VAN,LB,18,29,47,1.0,0,1,0,0,0,1
Teylor Jackson,ECU,LB,13,34,47,1.0,10,2,0,0,0,1
Sean Fresch,RICE,CB,37,10,47,1.0,0,7,0,0,0,1
Tyree Skipper,UL,S,28,19,47,0.0,6,3,2,31,0,1
Aljareek Malry,BALL,DB,28,19,47,0.0,0,2,1,45,0,0
Elijah Jackson,WASH,CB,32,15,47,0.0,11,5,0,0,0,2
Mitch Leigber,STAN,S,26,21,47,2.0,0,1,0,0,0,0
Donovan Ezeiruaku,BC,DE,25,22,47,2.0,0,1,0,0,0,2
Malik Verdon,ISU,DB,26,21,47,0.0,0,4,2,0,0,0
Corey Flagg Jr.,MIA,LB,23,24,47,0.0,12,0,0,0,0,1
Nikai Martinez,UCF,DB,36,11,47,0.0,0,1,3,42,0,0
Kevin Winston Jr.,PSU,S,28,19,47,0.0,21,2,1,0,0,0
Mac McWilliams,UAB,CB,35,12,47,0.0,0,7,0,0,0,1
Keyon Martin,UL,CB,32,15,47,0.0,0,7,0,0,0,0
JB Brown,KU,LB,32,15,47,2.0,86,2,0,0,0,2
Dontae Balfour,CLT,DB,29,18,47,0.0,0,9,1,0,0,2
Max DiDomenico,ARMY,DB,23,24,47,0.0,15,0,1,15,0,1
Khalil Jacobs,USA,LB,18,29,47,2.0,0,0,0,0,0,2
Cade Uluave,CAL,LB,23,24,47,1.0,0,3,1,4,0,2
Raion Strader,M-OH,DB,33,14,47,0.0,62,12,0,0,0,0
D'Angelo Ponds,JMU,CB,30,17,47,0.0,0,12,2,10,0,0
Jared Small,TULN,LB,31,15,46,2.0,0,2,0,0,0,0
Nate Bauer,TOL,S,30,16,46,0.0,33,2,1,23,0,1
Jaylen Key,ALA,DB,23,23,46,0.0,0,1,1,13,0,0
Jamree Kromah,JMU,DL,24,22,46,10.0,38,0,0,0,0,0
Shayne Simon,PITT,LB,24,22,46,5.0,2,2,0,0,0,0
Laiatu Latu,UCLA,DL,25,21,46,13.0,0,2,1,25,0,2
Travion Brown,ASU,LB,24,22,46,0.5,12,1,0,0,0,0
Tre'Mon Morris-Brash,UCF,DE,30,16,46,8.5,28,1,0,0,0,0
Alphonzo Tuputala,WASH,LB,28,18,46,0.5,9,0,1,76,0,0
Billy Wooden,MASS,DT,20,26,46,5.5,0,1,0,0,0,2
Kris Abrams-Draine,MIZ,DB,35,11,46,0.0,0,11,4,6,0,0
Jordan Clark,ASU,DB,28,18,46,0.0,0,8,0,0,0,0
Dan Foster Jr.,TXST,LB,23,23,46,0.0,0,0,0,0,0,1
Courtline Flowers,UL,CB,29,17,46,0.0,131,1,0,0,0,0
LaMareon James,ODU,CB,29,17,46,0.0,0,6,1,66,1,1
Gerrell Johnson,MASS,LB,15,31,46,0.0,0,0,1,0,0,2
DJ Lundy,FSU,LB,14,32,46,2.0,0,4,1,0,0,0
Marcus Banks,MSST,S,26,20,46,0.0,0,3,0,60,1,0
Millard Bradford,TCU,S,37,9,46,0.0,10,4,2,40,1,1
Logan Lee,IOWA,DL,15,31,46,2.0,0,2,0,0,0,0
Talique Allen,WKU,DB,28,18,46,0.0,0,2,0,0,0,1
Kendrick Simpkins,WKU,DB,30,16,46,6.5,80,1,0,0,0,3
Tavian Combs,UNM,S,29,17,46,0.0,0,1,0,0,0,1
Caden Fordham,NCSU,LB,19,27,46,0.0,30,0,0,0,0,0
Stone Blanton,SC,LB,27,19,46,1.0,0,3,1,88,1,1
Nick Morris Jr.,DUKE,LB,21,25,46,1.0,0,0,0,0,0,0
Johnathan Baldwin,UNLV,DB,25,21,46,1.0,0,3,2,36,0,0
Emmanuel McNeil-Warren,TOL,S,22,24,46,0.0,0,3,2,12,0,2
Mazin Richards,UNT,DL,31,15,46,3.0,27,0,0,0,0,0
Caleb Weaver,SHSU,DB,27,19,46,0.0,0,4,2,7,0,0
Da'Marcus Crosby,SHSU,DB,28,18,46,0.0,8,3,4,39,0,0
Davon Ferguson,BGSU,CB,29,16,45,2.5,0,6,2,0,0,0
Jordan Domineck,COLO,LB,31,14,45,5.0,12,2,0,0,0,0
Daniel Grzesiak,CIN,LB,22,23,45,3.5,0,3,0,0,0,1
Nicario Harper,ILL,DB,27,18,45,0.0,0,2,1,0,0,0
Andre Seldon,NMSU,CB,30,15,45,0.0,0,5,1,0,0,1
Keith Randolph Jr.,ILL,DL,19,26,45,1.5,15,1,0,0,0,0
Tyleik Williams,OSU,DT,17,28,45,3.0,29,5,0,0,0,0
Daylan Carnell,MIZ,DB,26,19,45,2.0,37,6,1,38,1,0
Ben Bell,TXST,DE,27,18,45,7.0,21,0,0,0,0,1
Hudson Clark,ARK,DB,26,19,45,0.5,25,3,1,0,0,0
John Bullock,NEB,LB,24,21,45,1.5,33,2,0,0,0,0
Stefon Thompson,SYR,LB,23,22,45,1.5,44,0,0,0,0,1
Dillon Tatum,MSU,DB,30,15,45,0.0,0,7,0,0,0,0
Desmond Purnell,KSU,LB,29,16,45,0.5,0,2,1,0,0,2
Savion Riley,VAN,S,32,13,45,0.0,-1,0,0,0,0,0
Marcel Walker-Burgess,NEV,LB,28,17,45,4.0,11,1,0,0,0,0
Scotty Edwards,STAN,S,25,20,45,1.0,0,1,2,10,0,0
Preston Hodge,LIB,DB,31,14,45,0.0,0,8,2,62,1,1
Caleb Bacon,ISU,LB,25,20,45,3.0,0,0,0,0,0,1
Jeremiah Lewis,DUKE,S,21,23,44,0.0,0,2,0,0,0,0
Teldrick Ross,MTSU,CB,39,5,44,0.0,13,4,0,0,0,0
Javontae Jean-Baptiste,ND,DL,18,26,44,2.5,0,1,0,0,0,0
Solomon Byrd,USC,DE,27,17,44,6.0,0,1,0,0,0,4
Jaylon Hutchings,TTU,DL,22,22,44,3.5,0,1,0,0,0,0
Andre Carter,IU,DL,25,19,44,2.0,0,3,0,0,0,0
Max Michel,BUFF,DE,25,19,44,5.0,6,4,0,0,0,4
Carlton Johnson,FRES,DB,31,13,44,0.0,0,7,4,0,0,0
Brandon Bishop,LIB,DB,30,14,44,0.0,18,3,1,0,0,0
Dashaun Mallory,ASU,DL,24,20,44,2.0,0,4,0,0,0,0
David Gbenda,TEX,LB,20,24,44,1.5,0,2,0,0,0,0
Khadry Jackson,GASO,LB,24,20,44,1.0,0,2,1,20,1,2
Cody Simon,OSU,LB,18,26,44,0.0,8,2,0,0,0,0
Curtis Jacobs,PSU,LB,29,15,44,1.0,57,0,0,0,0,0
Xavier Watts,ND,S,27,17,44,0.0,0,4,7,61,0,1
Jasheen Davis,WAKE,DL,21,23,44,7.5,0,2,0,0,0,1
Leon Lowery,SYR,LB,24,20,44,3.5,8,1,0,0,0,0
De'Rickey Wright,VAN,S,30,14,44,0.0,0,3,2,9,0,2
DJ Douglas,TULN,DB,31,13,44,0.0,2,2,3,11,0,0
Jonathan McGill,SMU,S,29,15,44,0.5,2,6,1,34,1,0
Danny Striggow,MINN,DL,26,18,44,6.0,0,0,0,0,0,1
Devo Bridges,FRES,DL,25,19,44,2.5,0,1,1,0,0,0
Preston Zachman,WIS,S,25,19,44,0.0,5,2,2,0,0,0
Josh Celiscar,UCF,DE,24,20,44,0.0,109,0,0,0,0,0
Peyton Price,EMU,DL,10,34,44,3.5,0,0,0,0,0,0
TJ Smith,GASO,DB,31,13,44,0.0,48,1,2,43,0,0
Zion Childress,UK,DB,31,13,44,1.0,27,2,0,0,0,0
Jordan Stringer,TROY,LB,22,22,44,1.5,0,0,1,0,0,1
Javon Bullard,UGA,DB,31,13,44,0.0,43,4,2,0,0,0
Rodney Robinson,BOIS,S,30,14,44,0.0,0,1,1,-1,0,1
Zy Alexander,LSU,CB,30,14,44,0.0,0,7,2,28,0,0
Simeon Harris,USU,S,24,20,44,0.0,0,4,1,0,0,0
Deone Walker,UK,DL,21,23,44,5.5,12,2,0,0,0,0
Nic Scourton,PUR,LB,29,15,44,8.0,0,3,0,0,0,1
Dyoni Hill,MRSH,DB,27,17,44,0.0,15,9,1,0,0,1
Trey Moore,UTSA,LB,29,15,44,14.0,20,2,1,3,0,1
Marc Stampley II,GASO,DB,30,14,44,1.0,0,3,1,2,0,0
Marcus Ratcliffe,SDSU,S,29,15,44,0.0,25,1,0,0,0,0
Larry Worth,JVST,LB,18,26,44,2.0,0,1,1,0,0,1
Larry Nixon III,AUB,LB,24,19,43,0.0,39,0,0,0,0,0
Chuck Hicks,MIZ,LB,23,20,43,1.0,7,1,0,0,0,0
O'shai Fletcher,TROY,CB,35,8,43,1.0,15,3,1,0,0,1
Justin Flowe,ARIZ,LB,13,30,43,1.0,0,0,0,0,0,0
Dorian Hopkins,TLSA,LB,15,28,43,1.0,0,0,0,0,0,0
Jaise Oliver,TLSA,S,27,16,43,0.0,7,6,3,0,0,1
Bangally Kamara,PITT,LB,21,22,43,2.0,31,1,0,0,0,0
Malik Dixon-Williams,CONN,DB,22,21,43,0.0,15,1,1,0,0,2
Elijah Anderson-Taylor,FIU,LB,23,20,43,0.0,0,0,0,0,0,1
Shane Bruce,CCU,LB,14,29,43,0.0,0,4,1,0,0,0
James Carpenter,JMU,DL,15,28,43,4.0,0,3,1,36,0,1
Justin Parks,ARST,S,23,20,43,0.0,4,3,0,0,0,0
Benjamin Perry,LOU,DB,19,24,43,1.0,0,3,0,0,0,0
Caden Sullivan,APP,LB,23,20,43,1.0,21,0,0,0,0,1
Bear Alexander,USC,DL,26,17,43,1.5,0,2,0,0,0,0
Tevarua Tafiti,STAN,LB,21,22,43,2.5,4,1,0,0,0,1
Cameron Oliver,UNLV,DB,33,10,43,2.0,122,4,3,3,0,1
Zemaiah Vaughn,UTAH,CB,30,13,43,0.0,0,6,1,0,0,0
Meki Pei,HAW,DB,22,21,43,0.5,0,1,0,0,0,0
Dakota Cochran,CMU,LB,24,19,43,0.0,0,1,1,9,0,0
Abdul Carter,PSU,LB,22,21,43,2.5,7,4,1,18,0,1
Ethan Johnson,APP,CB,33,10,43,0.0,7,10,1,0,0,0
Terry Moore,DUKE,S,21,22,43,2.5,0,2,0,0,0,0
Daijahn Anthony,MISS,S,19,24,43,0.0,0,7,2,19,0,1
Joseph Carter,LIB,LB,26,17,43,0.0,41,1,1,9,0,0
Stephen Daley,KENT,DL,21,22,43,1.0,0,0,1,0,0,0
Fred Thompkins,UNLV,LB,20,23,43,1.0,8,0,0,0,0,1
Oluwafemi Oladejo,UCLA,LB,20,23,43,0.5,5,3,1,0,0,0
Eddie Heckard,BYU,CB,23,19,42,1.0,0,5,3,38,0,1
Thurman Geathers,ARST,DE,23,19,42,3.5,0,0,0,0,0,1
Michael Barrett,MICH,LB,23,19,42,2.0,28,1,0,0,0,3
DJ Brown,ND,S,26,16,42,0.0,15,3,1,0,0,0
Phil Hill,UNT,S,24,18,42,0.0,0,3,3,0,0,0
Nick Henrich,NEB,LB,20,22,42,2.0,0,1,0,0,0,0
Antavious Lane,UNC,DB,29,13,42,0.0,0,1,0,0,0,1
Jamil Muhammad,USC,DE,28,14,42,6.0,6,1,0,0,0,2
Yahya Black,IOWA,DL,18,24,42,2.0,0,3,0,0,0,1
Caelen Carson,WAKE,DB,29,13,42,0.0,5,8,0,0,0,1
Landon Jackson,ARK,DL,22,20,42,6.5,0,1,0,0,0,0
Dallas Turner,ALA,LB,20,22,42,7.0,5,1,0,0,0,2
Corey Thomas Jr.,AKR,LB,23,19,42,0.0,39,3,0,0,0,0
DaRon Gilbert,NIU,LB,20,22,42,0.5,0,1,0,0,0,0
Donyai Taylor,UTSA,LB,27,15,42,2.0,0,2,1,78,0,1
Alijah Huzzie,UNC,DB,30,12,42,0.0,0,6,3,33,0,0
Greg Rubin,MEM,DB,32,10,42,2.5,10,2,0,0,0,0
Xavier McDonald,NAVY,S,26,16,42,3.0,43,0,0,0,0,3
Nelson Ceaser,HOU,DL,28,14,42,9.5,20,1,0,0,0,0
Key Lawrence,OU,DB,28,14,42,0.0,13,3,2,0,0,1
Syaire Riley,UNM,LB,18,24,42,1.0,0,0,0,0,0,0
Treydan Stukes,ARIZ,CB,22,20,42,0.0,7,6,1,0,0,0
Aaron Lewis,RUTG,DL,14,28,42,3.0,0,2,0,0,0,0
Dezjhon Malone,SDSU,CB,31,11,42,1.0,0,6,1,0,0,1
Sabastian Harsh,WYO,DE,24,18,42,1.0,32,1,0,0,0,0
Wrook Brown,WYO,DB,30,12,42,0.0,0,3,3,9,0,0
Ahmed Hassanein,BOIS,DE,25,17,42,11.0,0,0,0,0,0,1
VJ Payne,KSU,S,36,6,42,0.0,34,3,1,17,0,0
Desmyn Baker,WKU,LB,22,20,42,1.0,0,1,2,8,0,1
Mansoor Delane,VT,CB,26,16,42,0.0,7,1,0,0,0,0
Marcus Allen,UNC,DB,32,10,42,0.0,0,8,1,0,0,0
Kylan Guidry,WKU,LB,23,19,42,2.0,52,0,0,0,0,0
Kekoura Tarnue,JVST,CB,36,6,42,1.0,0,4,3,23,0,0
Taniela Latu,SJSU,LB,19,23,42,0.0,9,0,0,0,0,0
Jireh Wilson,UCF,DB,26,15,41,0.0,0,2,0,0,0,1
Chase Williams,SJSU,DB,22,19,41,0.0,0,2,1,0,0,0
Isaiah Hazel,CLT,DB,16,25,41,0.0,6,0,0,0,0,0
Marvin Grant,KU,S,29,12,41,0.0,4,1,0,0,0,1
Jeremiah Jean-Baptiste,MISS,LB,21,20,41,0.5,7,1,0,0,0,0
KJ Martin,AKR,DB,13,28,41,1.0,0,5,2,64,0,0
Jacques Bristol,CMU,DL,16,25,41,4.0,0,2,0,0,0,0
Derrick Canteen,VT,CB,21,20,41,0.0,0,5,1,0,0,1
Khari Coleman,MISS,LB,28,13,41,2.5,0,1,0,0,0,1
Drew Francis,MTSU,LB,28,13,41,2.0,17,0,0,0,0,1
Samy Johnson,ARST,CB,26,15,41,0.0,0,12,0,0,0,0
Rylie Mills,ND,DL,20,21,41,1.5,5,0,0,0,0,0
Markevious Brown,PUR,DB,29,12,41,1.0,0,5,0,0,0,2
Caden Sullivan,APP,LB,21,17,38,1.0,8,0,0,0,0,1
TyQaze Leggs,MRSH,DL,13,25,38,3.0,0,0,0,0,0,0
Javon Bullard,UGA,DB,28,10,38,0.0,9,3,2,0,0,0
K.J. Cloyd,MIA,LB,19,19,38,2.0,0,1,0,0,0,0
Malachi Moore,ALA,DB,20,18,38,0.0,0,3,1,0,0,0
Key Lawrence,OU,DB,26,12,38,0.0,0,3,2,0,0,1
Dezjhon Malone,SDSU,CB,29,9,38,1.0,0,6,1,0,0,1
Abdul Carter,PSU,LB,20,18,38,2.0,0,4,1,18,0,1
Ethan Johnson,APP,CB,28,10,38,0.0,12,8,0,0,0,0
Desmyn Baker,WKU,LB,21,17,38,1.0,0,1,1,8,0,1
Malcolm Hartzog,NEB,DB,26,12,38,0.0,11,6,0,0,0,0
Marcus Allen,UNC,DB,30,8,38,0.0,0,8,1,0,0,0
Hershey McLaurin,WVU,S,21,17,38,0.5,40,3,0,0,0,0
Kekoura Tarnue,JVST,CB,32,6,38,1.0,0,4,3,23,0,0
Taniela Latu,SJSU,LB,16,22,38,0.0,0,0,0,0,0,0
Dimitri Johnson,UNM,LB,19,19,38,0.5,74,3,0,0,0,1
Eddie Heckard,BYU,CB,21,16,37,1.0,6,5,3,38,0,1
Daniel Grzesiak,CIN,LB,17,20,37,3.5,37,3,0,0,0,1
Cole Godbout,WYO,NT,9,28,37,2.0,0,0,1,23,0,0
Francis Meehan,JMU,S,18,19,37,0.0,0,2,3,-6,0,1
Coleman Coco,RICE,DE,13,24,37,3.0,0,0,0,0,0,0
Nathan Pickering,MSST,DT,17,20,37,2.0,0,0,0,0,0,0
Shammond Cooper,AKR,LB,15,22,37,2.0,4,0,0,0,0,1
K.J. Wallace,GT,DB,22,15,37,1.0,0,6,0,0,0,2
Nick Henrich,NEB,LB,17,20,37,2.0,5,1,0,0,0,0
Jared Bartlett,WVU,LB,22,15,37,2.5,0,1,0,0,0,0
Prince Bemah,CLT,LB,14,23,37,1.0,0,0,0,0,0,0
DeWayne Carter,DUKE,DT,10,27,37,0.5,21,3,0,0,0,0
Jeremiah Jean-Baptiste,MISS,LB,20,17,37,0.5,0,1,0,0,0,0
Xavier Carlton,CAL,LB,16,21,37,3.0,0,0,0,0,0,0
Derrick Canteen,VT,CB,18,19,37,0.0,0,4,1,0,0,1
Jamil Muhammad,USC,DE,24,13,37,6.0,0,1,0,0,0,2
Cam Horsley,BC,DT,13,24,37,0.5,16,3,0,0,0,0
Andru Phillips,UK,DB,26,11,37,0.0,0,2,0,49,0,0
Omarion Cooper,COLO,CB,32,5,37,1.0,27,5,0,0,0,0
Donald Willis,WMU,LB,24,13,37,3.0,0,1,0,0,0,0
Yahsyn McKee,M-OH,DB,24,13,37,0.0,1,8,2,0,0,0
Jalen McLeod,AUB,LB,27,10,37,5.5,0,1,0,0,0,1
Darryl Peterson,WIS,LB,21,16,37,4.5,78,2,0,0,0,0
Andrew Mukuba,CLEM,S,23,14,37,0.0,0,4,0,0,0,0
Caleb Ransaw,TROY,S,20,17,37,0.0,0,1,1,10,0,0
DaShawn Jones,WAKE,DB,27,10,37,0.0,0,2,3,16,0,0
Cole Batson,BC,DB,23,14,37,0.0,4,2,1,0,0,1
Ashton Gillotte,LOU,DL,17,20,37,10.0,0,0,0,0,0,3
T.J. Sanders,SC,DT,23,14,37,4.5,46,3,0,0,0,0
Malik Verdon,ISU,DB,21,16,37,0.0,0,2,2,0,0,0
Bear Alexander,USC,DL,21,16,37,1.5,15,2,0,0,0,0
Xavier Nwankpa,IOWA,DB,22,15,37,1.0,0,2,1,0,0,0
Johnathan Butler,MTSU,LB,19,18,37,1.0,5,0,0,0,0,0
Jonah Elliss,UTAH,DE,23,14,37,12.0,0,3,0,0,0,1
Ahmed Hassanein,BOIS,DE,21,16,37,9.0,8,0,0,0,0,1
VJ Payne,KSU,S,31,6,37,0.0,0,3,1,17,0,0
Bo Richter,AFA,LB,28,9,37,6.0,0,1,0,0,0,2
Paul Fitzgerald,USU,DE,18,19,37,5.0,0,0,0,0,0,1
Caleb Bacon,ISU,LB,21,16,37,3.0,0,0,0,0,0,1
Larry Worth,JVST,LB,16,21,37,2.0,2,1,1,0,0,1
Wayne Jones,CLT,DB,13,23,36,0.5,2,0,0,0,0,0
Jaylon Allen,MEM,DL,20,16,36,2.0,0,2,0,0,0,1
Mykol Clark,LT,DL,11,25,36,0.5,27,0,0,0,0,0
Garret Fountain,SDSU,DL,20,16,36,1.0,0,2,0,0,0,0
Marvin Ham II,COLO,LB,24,12,36,1.0,1,1,0,0,0,0
Josh Pearcy,RICE,LB,25,11,36,1.0,0,0,0,0,0,1
Woodi Washington,OU,DB,23,13,36,0.0,12,4,0,0,0,0
Chris Braswell,ALA,LB,12,24,36,7.0,0,1,1,28,1,2
R.J. Mickens,CLEM,S,23,13,36,0.0,21,3,0,0,0,0
Khari Coleman,MISS,LB,25,11,36,2.5,10,1,0,0,0,1
Devyn Curtis,MTSU,LB,19,17,36,0.0,5,0,0,0,0,0
Sione Lolohea,ORST,DL,19,17,36,1.5,0,0,0,0,0,2
Garnett Hollis Jr.,NU,DB,26,10,36,0.0,14,2,0,0,0,0
Leon Lowery,SYR,LB,19,17,36,3.5,0,1,0,0,0,0
Jabbar Muhammad,WASH,CB,31,5,36,2.0,0,4,1,42,0,0
Phillip O'Brien Jr.,PITT,DB,22,14,36,0.0,3,2,3,19,0,1
Cooper McDonald,SDSU,LB,17,19,36,1.5,17,2,0,0,0,0
Quinton Reese,LIB,S,23,13,36,0.0,0,1,2,12,0,1
Greg Rubin,MEM,DB,26,10,36,1.5,49,2,0,0,0,0
Roderick Brown,UNT,DL,20,16,36,0.0,0,0,0,0,0,0
Clay Cromwell,NAVY,DT,19,17,36,2.0,0,0,0,0,0,0
Zemaiah Vaughn,UTAH,CB,24,12,36,0.0,0,5,1,0,0,0
Chau Smith-Wade,WSU,DB,23,13,36,0.0,39,6,0,0,0,0
Treydan Stukes,ARIZ,CB,20,16,36,0.0,0,6,0,0,0,0
Shyheim Brown,FSU,DB,19,17,36,2.0,12,2,1,0,0,0
Demari Henderson,UCF,DB,23,13,36,0.0,0,2,2,0,0,2
Jeremiah Cooper,ISU,DB,19,17,36,0.0,0,6,5,88,1,0
Martel Hight,VAN,CB,23,13,36,0.0,193,1,1,37,1,0
Marcel Walker-Burgess,NEV,LB,23,13,36,4.0,8,0,0,0,0,0
Jermarius Lewis,UNM,S,21,15,36,1.0,0,3,2,0,0,1
Stephen Daley,KENT,DL,20,16,36,0.5,16,0,1,0,0,0
Chauncey Logan,JMU,CB,23,13,36,0.0,0,5,1,0,0,0
Ben Cutter,WVU,LB,19,17,36,1.0,18,1,0,0,0,0
Ty Bryant,UK,DB,18,18,36,0.0,0,0,0,0,0,0
Kylan Guidry,WKU,LB,21,15,36,2.0,81,0,0,0,0,0
Jacob Thomas,JMU,S,21,15,36,0.0,0,5,0,0,0,0
Adonis Williams Jr.,OHIO,S,21,15,36,1.5,35,2,0,0,0,0
Hosea Wheeler,WKU,DT,20,16,36,2.0,0,0,1,0,0,1
Joe Evans,IOWA,DE,21,14,35,4.5,46,2,0,0,0,0
Myles Sims,GT,DB,19,16,35,0.0,58,4,1,0,0,0
Chase Williams,SJSU,DB,19,16,35,0.0,0,2,1,0,0,0
Josh Proctor,OSU,S,23,12,35,0.0,0,7,1,24,1,0
Kam Pedescleaux,TULN,S,19,16,35,0.0,9,8,1,0,0,0
Jonathan Ross,USF,DE,21,14,35,2.0,47,1,0,0,0,0
Rashad Cheney,USF,DL,12,23,35,0.5,6,0,0,0,0,0
KeSean Brown,MRSH,LB,12,23,35,2.0,72,0,0,0,0,0
De'Braylon Carroll,RICE,DL,13,22,35,2.5,0,0,0,0,0,0
Renardo Green,FSU,DB,26,9,35,0.5,0,9,1,0,0,0
Kane Patterson,VAN,LB,14,21,35,1.0,6,1,0,0,0,0
Mehki Miller,NMSU,S,20,15,35,0.0,17,2,1,57,1,0
